dico1,medianctrl7
"Fe (II):Oxygen Oxidoreductase",0
"Glutathione:NAD+ Oxidoreductase",786.523568309032
"Glutathione:NAD+ Oxidoreductase",27.4858611376864
"NADH:Ferricytochrome-B5 Oxidoreductase",3.85964379773011
"N- (Omega)-Hydroxyarginine, NADPH:Oxygen Oxidoreductase (Nitric-Oxide-Forming)",0
"NADPH:Coa-Glutathione Oxidoreductase",-805.441609675877
"ATP Pyrophosphohydrolase",0
"ATP:Dephospho Coenzyme A 3-Phosphotransferase",0.304809987793717
"Carbon-Dioxide:Ammonia Ligase (ADP-Forming, Carbamate-Phosphorylating) ",0
"Adenosine 5-Monophosphate Phosphohydrolase",4.57986451878194
"AMP:Pyrophosphate Phosphoribosyltransferase",-1.05118180830833
"2-Oxopropanal:NADP+ Oxidoreductase",0
"Acetyl Coenzyme A Hydrolase",0
"Acetyl Adenylate:Coa Ligase (AMP-Forming)",0
"L-Glutamate 5-Semialdehyde:NAD+ Oxidoreductase",0
"L-Alanine:2-Oxoglutarate Aminotransferase",3.53332844795104
"Oxalosuccinate:NADP+ Oxidoreductase (Decarboxylating)",42.8522494687689
"Oxalosuccinate:NADP+ Oxidoreductase (Decarboxylating)",96.9816634521455
"2-Oxoglutaramate Amidohydrolase",7.24374411265856
"2-Oxoglutaramate Amidohydrolase",3.53332844794756
"UDPglucose Pyrophosphohydrolase",0
"Acetate:Coa Ligase (AMP-Forming)",0
"UDP-N-Acetyl-D-Glucosamine 2-Epimerase",0
"Guanosine 5-Triphosphate Pyrophosphohydrolase",3.40057547104069
"GTP:Pyruvate O2-Phosphotransferase",0
"Gamma-Glutamyltranspeptidase",1.78415051665904
"Gamma-Glutamyltranspeptidase",-1.05299875446462
"CDP Diphosphohydrolase",0
"Sulfite:Oxygen Oxidoreductase",0
"L-Arginine, NADPH:Oxygen Oxidoreductase (Nitric-Oxide-Forming)",0
"CTP Diphosphohydrolase",0
"CTP:Pyruvate O2-Phosphotransferase",0
"L-Glutamine:Pyruvate Aminotransferase",7.24374411266015
"L-Glutamine:Pyruvate Aminotransferase",3.53332844794905
"L-Serine:Pyruvate Aminotransferase",332.268076307202
"UTP:Pyruvate O2-Phosphotransferase",0
"Uridine Triphosphate Pyrophosphohydrolase",0.622576311770323
"Farnesyl-Diphosphate:Farnesyl-Diphosphate Farnesyltransferase",-15.1881703240594
"(S)-Lactate:NAD+ Oxidoreductase",-43.127408739944
"Succinate-Semialdehyde:NAD+ Oxidoreductase",0
"Succinate-Semialdehyde:NADP+ Oxidoreductase",0
"ITP Diphosphohydrolase",0
"Ethanolamine-Phosphate Phospho-Lyase (Deaminating)",0
"UTP:D-Fructose-6-Phosphate 1-Phosphotransferase",28.7935573925483
"L-Cysteine L-Homocysteine-Lyase (Deaminating)",-3.47087887141809
"Succinyl Coenzyme A:Glycine C-Succinyl-Transferase (Decarboxylating)",0
"Sn-Glycerol-3-Phosphate:NAD+ 2-Oxidoreductase",0
"Sn-Glycerol-3-Phosphate: (Acceptor) 2-Oxidoreductase",0
"GTP:Alpha-D-Mannose-1-Phosphate Guanylyltransferase",0
"L-Serine Hydro-Lyase (Adding Homocysteine)",0
"Propinol Adenylate:Coa Ligase (AMP-Forming)",2.57736841721171
"5, 6, 7, 8-Tetrahydrofolate:NAD+ Oxidoreductase",0.719498906846977
"5, 6, 7, 8-Tetrahydrofolate:NADP+ Oxidoreductase",0
"5, 6-Dihydrouracil:NAD+ Oxidoreductase",0
"N-Formylanthranilate Amidohydrolase",0
"Glycerone Phosphate Phosphohydrolase (Alkaline Optimum)",0
"Glycerol:NADP+ Oxidoreductase",570.150501021543
"Glycerol:NADP+ Oxidoreductase",1.23999416799836
"D-Ribose-5-Phosphate Ketol-Isomerase",-892.407307461805
"NADH:Guanosine-5-Phosphate Oxidoreductase (Deaminating)",-3.69008435402867
"DATP:Pyruvate O2-Phosphotransferase",0
"Putrescine:Oxygen Oxidoreductase (Deaminating)",0
"L-Histidine:Beta-Alanine Ligase (AMP-Forming) ",0
"Acetyl Coenzyme A:Acetyl Coenzyme A C-Acetyltransferase ",0.891232304282623
"Xanthosine-5-Phosphate:Ammonia Ligase (AMP-Forming)",1.81841702117652
"Palmitoyl Coenzyme A Hydrolase",6.28970004610251
"Trans-Hexadec-2-Enoyl Coenzyme A Reductase",-201.698793876453
"Palmitoyl Coenzyme A:Oxygen 2-Oxidoreductase",6.87508020419745
"Palmitate:Coa Ligase (AMP-Forming)",0.226964316629328
"Citrate Hydro-Lyase ",-75.363714986808
"Propanoate:Coa Ligase (AMP-Forming)",2.57736841721144
"Acetoacetate:Coa Ligase (AMP-Forming)",0
"5, 6-Dihydrothymine:NAD+ Oxidoreductase",0
"5, 6-Dihydrothymine:NAD+ Oxidoreductase",0
"ATP:(R)-Glycerate 3-Phosphotransferase",1.23999416799913
"Hexokinase",36.7535842247787
"Hexokinase",16.9229571411025
"Hexokinase",32.5632989718853
"Hexokinase",3.71471117650706
"Hexokinase",0
"Hexokinase",0
"Hexokinase",0
"Hexokinase",0
"3-Hydroxypropanoate:NAD+ Oxidoreductase ",1.06927900343795
"ATP:Deoxycitidine 5-Phosphotransferase",24.7468313461592
"Lactose 6-Phosphate Galactohydrolase",0
"Hypotaurine:NAD+ Oxidoreductase",0
"Pyruvate:[Dihydrolipoyllysine-Residue Acetyltransferase]-Lipoyllysine 2-Oxidoreductase (Decarboxylating, Acceptor-Acetylating)",0
"3-Methyl-2-Oxobutanoate:[Dihydrolipoyllysine-Residue (2-Methylpropanoyl)Transferase] Lipoyllysine 2-Oxidoreductase (Decarboxylating, Acceptor-2-Methylpropanoylating)",0
"4-Methyl-2-Oxopentanoate:[Dihydrolipoyllysine-Residue (2-Methylpropanoyl)Transferase] Lipoyllysine 2-Oxidoreductase (Decarboxylating, Acceptor-2-Methylpropanoylating)",0
"Pyridoxamine:Oxygen Oxidoreductase (Deaminating)",0
"Pyridoxine:Oxygen Oxidoreductase (Deaminating)",0
"Isomaltose 6-Alpha-D-Glucanohydrolase",0
"Nicotinate D-Ribonucleotide:Pyrophosphate Phosphoribosyltransferase",13.4054464027345
"D-Glyceraldehyde:NAD+ Oxidoreductase",1.23999416799807
"Xanthine:NAD+ Oxidoreductase",0
"Hypoxanthine:Oxygen Oxidoreductase",0
"L-Phenylalanine, Tetrahydrobiopterin:Oxygen Oxidoreductase (4-Hydroxylating) Phenylalanine, Tyrosine And Tryptophan Biosynthesis",0
"Tetrahydrobiopterin:NADP+ Oxidoreductase",0.582264435692604
"L-Tryptophan, Tetrahydrobiopterin:Oxygen Oxidoreductase (5-Hydroxylating)",0
"Sedoheptulose 1, 7-Bisphosphate D-Glyceraldehyde-3-Phosphate-Lyase Carbon Fixation",2.02496217714605
"ATP:Sedoheptulose 7-Phosphate 1-Phosphotransferase",192.953424687498
"UTP:Sedoheptulose 7-Phosphate 1-Phosphotransferase",-190.400546895375
"2-Deoxyguanosine 5-Triphosphate Pyrophosphohydrolase",0
"DATP:Pyruvate O2-Phosphotransferase",0
"Isocitrate:NADP+ Oxidoreductase (Decarboxylating)",55.6283069929394
"Isocitrate:NADP+ Oxidoreductase (Decarboxylating)",96.9816634521432
"Ec:1.1.1.42",-17.5424824065671
"Isocitrate Hydro-Lyase ",75.3637149868089
"Palmitoyl Coenzyme A:L-Carnitine O-Palmitoyltransferase",1.06927900343606
"Palmitoyl Coenzyme A:L-Carnitine O-Palmitoyltransferase",-1.06927900343745
"Palmitoyl Coenzyme A:L-Carnitine O-Palmitoyltransferase",0
"Palmitoyl Coenzyme A:L-Carnitine O-Palmitoyltransferase",0
"Palmitoyl Coenzyme A:L-Carnitine O-Palmitoyltransferase",-6.58325928981736
"Palmitoyl Coenzyme A:L-Carnitine O-Palmitoyltransferase",0
"Palmitoyl Coenzyme A:L-Carnitine O-Palmitoyltransferase",8.05980260645709
"Palmitoyl Coenzyme A:L-Carnitine O-Palmitoyltransferase",0
"Palmitoyl Coenzyme A:L-Carnitine O-Palmitoyltransferase",0
"Palmitoyl Coenzyme A:L-Carnitine O-Palmitoyltransferase",2.25247376093124
"L-2-Aminoadipate:2-Oxoglutarate Aminotransferase Lysine Biosynthesis Lysine Degradation",0
"2-Oxoadipate:Lipoamde 2-Oxidoreductase (Decarboxylating And Acceptor-Succinylating) Lysine Degradation",0
"ATP:Deoxyguanosine 5-Phosphotransferase",1.66005848865926
"(S)-3-Hydroxy-3-Methylglutaryl Coenzyme A Acetoacetyl Coenzyme A-Lyase (Coa-Acetylating) Synthesis And Degradation of Ketone Bodies Valine, Leucine And Isoleucine Degradation ",-4.10716860656107
"L-Histidine:4-Aminobutanoate Ligase (AMP-Forming)",0
"Alpha-Aminobutyryl Histidine Hydrolase",0
"2-Deoxyadenosine 5-Diphosphate:Oxidized-Thioredoxin 2-Oxidoreductase",0
"2-Deoxyadenosine 5-Diphosphate:Oxidized-Thioredoxin 2-Oxidoreductase",0
"2-Deoxyadenosine 5-Diphosphate:Oxidized-Thioredoxin 2-Oxidoreductase",10.8699851221155
"2-Deoxyadenosine 5-Diphosphate:Oxidized-Thioredoxin 2-Oxidoreductase",0
"S-Adenosyl-L-Methionine:Ethanolamine-Phosphate N-Methyltransferase",-8.28139676590848
"(R)-3-Amino-2-Methylpropanoate:2-Oxoglutarate Aminotransferase",0
"(R)-Mevalonate:NADP+ Oxidoreductase (Coa Acylating)",-13.8572564782309
"DTDP Diphosphohydrolase",0
"DTTP Nucleotidohydrolase",0
"Xanthine:NAD+ Oxidoreductase",0
"Xanthine:Oxygen Oxidoreductase",0
"Succinate:Ubiquinone Oxidoreductase",0
"Steroyl Coenzyme A, Hydrogen-Donor:Oxygen Oxidoreductase Polyunsaturated Fatty Acid Biosynthesis",2.82391537733082
"Steroyl Coenzyme A, Hydrogen-Donor:Oxygen Oxidoreductase Polyunsaturated Fatty Acid Biosynthesis",0.802979572598323
"Dihydrofolate:NAD+ Oxidoreductase",0
"Dihydrofolate:NADP+ Oxidoreductase",0
"Succinyl Coenzyme A:Glycine C-Succinyl-Transferase (Decarboxylating)",0
"S-Aminomethyldihydrolipoylprotein: (6S)-Tetrahydrofolate Aminomethyltransferase (Ammonia-Forming)",0
"5-Formyltetrahydrofolate Cyclo-Ligase (ADP-Forming)",0
"N6- (L-1, 3-Dicarboxypropyl)-L-Lysine:NAD+ Oxidoreductase",0
"Nicotinamide-D-Ribonucleotide Amidohydrolase",0.869567005229379
"DUTP:Cytidine 5-Phosphotransferase",-1.11539109443585
"Sphinganine-1-Phosphate Pamlmitaldehyde-Lyase Sphingolipid Metabolism",0
"Cysteamine:Oxygen Oxidoreductase",0
"Glutaryl Coenzyme A: (Acceptor) 2, 3-Oxidoreductase (Decarboxylating)",0
"Phenylacetaldehyde:NAD+ Oxidoreductase Phenylalanine Metabolism Styrene Degradation",31.7827901502318
"Phenylacetaldehyde:NAD+ Oxidoreductase Phenylalanine Metabolism Styrene Degradation",0
"Aldehyde:NADP+ Oxidoreductase Phenylalanine Metabolism",-31.7827901502319
"Aldehyde:NADP+ Oxidoreductase Phenylalanine Metabolism",0
"P-Cumic Alcohol:NAD+ Oxidoreductase",0
"P-Cumic Alcohol:NADP+ Oxidoreductase",1.92114632563385
"Acetyl Coenzyme A:Enzyme N6- (Dihydrolipoyl)Lysine S-Acetyltransferase ",0
"Glutaryl Coenzyme A:Dihydrolipoamide S-Succinyltransferase Lysine Degradation",0
"Gentisate Aldehyde:NAD+ Oxidoreductase Tyrosine Metabolism",0
"2-Methylpropanoyl Coenzyme A:Oxygen 2, 3-Oxidoreductase Valine, Leucine And Isoleucine Degradation",4.57170989985933
"2-Methylpropanoyl Coenzyme A:Enzyme N6- (Dihydrolipoyl)Lysine S- (2-Methylpropanoyl)Transferase Valine, Leucine And Isoleucine Degradation",0
" (5-L-Glutamyl)-L-Amino-Acid 5-Glutamyltransferase (Cyclizing)",1.35983870207027
"(S)-Methylmalonyl Coenzyme A Hydrolase",0
"Cholate:Coa Ligase (AMP-Forming) Bile Acid Biosynthesis",9.31936495196865
"Presqualene Diphosphate:Farnesyl-Diphosphate Farnesyltransferase",-15.1881703240597
"ATP:Pantothenate 4-Phosphotransferase",1.94854694760947
"ATP:Pantothenate 4-Phosphotransferase",0.304809987795338
"Deamino-NAD+ Nucleotidohydrolase",0
"4-Nitrophenyl Phosphate Phosphohydrolase Gamma-Hexachlorocyclohexane Degradation",0
"ATP:Pantetheine-4-Phosphate Adenylyltransferase",0.304809987795128
"Dephospho Coenzyme A Nucleotidohydrolase",0
"L-2-Aminoadipate-6-Semialdehyde:NAD+ 6-Oxidoreductase Lysine Degradation",0
"3-Mercaptopyruvate:Cyanide Sulfurtransferase",3.47087887141878
"3-Hydroxyisobutyryl Coenzyme A Hydrolase ",1.06927900343811
"(S)-2-Methylbutanoyl Coenzyme A:Acceptor 2, 3-Oxidoreductase Valine, Leucine And Isoleucine Degradation",0
"(S)-2-Methylbutanoyl Coenzyme A:Enzyme N6- (Dihydrolipoyl)Lysine S- (2-Methylbutanoyl)Transferase Valine, Leucine And Isoleucine Degradation",0
"CTP:D-Tagatose 6-Phosphate 1-Phosphotransferase",-625.332530050382
"ITP:D-Tagatose 6-Phosphate 1-Phosphotransferase",625.332530050377
"Trans-4-Hydroxy-L-Proline:NAD+ 5-Oxidoreductase",-853.167542903903
"Trans-4-Hydroxy-L-Proline:NAD+ 5-Oxidoreductase",-12.0478202363557
"Trans-4-Hydroxy-L-Proline:NADP+ 5-Oxidoreductase",853.167542903909
"Trans-4-Hydroxy-L-Proline:NADP+ 5-Oxidoreductase",17.7092495605909
"Galactosylglycerol Galactohydrolase",0
"Choloyl Coenzyme A:Glycine N-Choloyltransferase Bile Acid Biosynthesis ",0
"Choloyl Coenzyme A:Glycine N-Choloyltransferase Bile Acid Biosynthesis ",0
"Trans-Oct-2-Enoyl Coenzyme A Reductase",-65.7735955413472
"Octanoyl Coenzyme A:Acetyl Coenzyme A C-Acyltransferase ",31.8131073813151
"Octanoyl Coenzyme A:L-Carnitine O-Octanoyltransferase",-40.4419921793077
"Octanoyl Coenzyme A:L-Carnitine O-Octanoyltransferase",0
"Trans-Dodec-2-Enoyl Coenzyme A Reductase",-92.5071058028322
"Lauroyl Coenzyme A:Acetyl Coenzyme A C-Acyltransferase ",5.6107629614414
" (5-Glutamyl)-Peptide:Amino-Acid 5-Glutamyltransferase Arachidonic Acid Metabolism",-80.8841500775445
"(S)-Methylmalonate Semialdehyde:NAD+ Oxidoreductase Valine, Leucine And Isoleucine Degradation",-16.9198960131496
"(S)-Methylmalonate Semialdehyde:NAD+ Oxidoreductase Valine, Leucine And Isoleucine Degradation",25.6581258093962
"2-Aminomuconate Semialdehyde:NAD+ 6-Oxidoreductase",0
"Spontaneous Reaction",0
" (5-Glutamyl)-Peptide:Amino-Acid 5-Glutamyltransferase Cyanoamino Acid Metabolism",0
" (5-Glutamyl)-Peptide:Amino-Acid 5-Glutamyltransferase Cyanoamino Acid Metabolism",0
"Chenodeoxycholate:Coa Ligase (AMP-Forming) Bile Acid Biosynthesis",0
"Chenodeoxycholate:Coa Ligase (AMP-Forming) Bile Acid Biosynthesis",0
"Trans-Tetradec-2-Enoyl Coenzyme A Reductase",-10.1135198416456
"Myristoyl Coenzyme A:Acetylcoa C-Myristoyltransferase ",2.7840789017863
"3-Methylbutanoyl Coenzyme A: (Acceptor) 2, 3-Oxidoreductase Valine, Leucine And Isoleucine Degradation",26.0538483759706
"3-Methylbutanoyl Coenzyme A:Enzyme N6- (Dihydrolipoyl)Lysine S- (3-Methylbutanoyl)Transferase Valine, Leucine And Isoleucine Degradation",0
"(S)-3-Hydroxydodecanoyl Coenzyme A Hydro-Lyase ",41.8361585834435
"(S)-3-Hydroxydodecanoyl Coenzyme A Hydro-Lyase ",3.34779771588106
"2- (Formamido)-N1- (5-Phosphoribosyl)Acetamidine Cyclo-Ligase (ADP-Forming)",3.54451430443853
"(S)-3-Hydroxyisobutyryl Coenzyme A Hydro-Lyase Valine, Leucine And Isoleucine Degradation",4.50524957601583
"(S)-3-Methyl-2-Oxopentanoate:[Dihydrolipoyllysine-Residue (2-Methylpropanoyl)Transferase] Lipoyllysine 2-Oxidoreductase (Decarboxylating, Acceptor-2-Methylpropanoylating)",0
"Cholest-5-Ene-3Beta, 7Alpha-Diol:NAD+ 3-Oxidoreductase Bile Acid Biosynthesis",-4.29359140604379
"6-Lactoyl-5, 6, 7, 8-Tetrahydropterin:NADP+ 2-Oxidoreductase",0.582264435691989
"L-1-Pyrroline-3-Hydroxy-5-Carboxylate:NADP+ Oxidoreductase",4.87480642011655
"3Alpha, 7Alpha-Dihydroxy-5Beta-Cholestan-26-Al:NAD+ Oxidoreductase Bile Acid Biosynthesis",3.49029214429302
"Propanoyl Coenzyme A:Acetyl Coenzyme A C-Acyltransferase Bile Acid Biosynthesis",0
"Acyl-Coenzyme A Dehydrogenase Family, Member 9 Bile Acid Biosynthesis",0
"2-Amino-4-Hydroxy-6- (Erythro-1, 2, 3-Trihydroxypropyl) Dihydropteridine Triphosphate Phosphohydrolase (Alkaline Optimum)",0
"(S)-3-Hydroxyhexadecanoyl Coenzyme A:NAD+ Oxidoreductase ",2.78407890178774
"(S)-3-Hydroxyhexadecanoyl Coenzyme A:NAD+ Oxidoreductase ",3.88539788889504
"(S)-3-Hydroxyhexadecanoyl Coenzyme A Hydro-Lyase ",2.78407890178653
"(S)-3-Hydroxyhexadecanoyl Coenzyme A Hydro-Lyase ",3.88539788889556
"(S)-3-Hydroxytetradecanoyl Coenzyme A:NAD+ Oxidoreductase ",5.61076296144208
"(S)-3-Hydroxytetradecanoyl Coenzyme A:NAD+ Oxidoreductase ",3.88539788889614
"(S)-3-Hydroxytetradecanoyl Coenzyme A Hydro-Lyase ",2.58121671879383
"(S)-3-Hydroxytetradecanoyl Coenzyme A Hydro-Lyase ",3.88539788889557
"(S)-3-Hydroxydodecanoyl Coenzyme A:NAD+ Oxidoreductase ",-38.3285181222578
"(S)-3-Hydroxydodecanoyl Coenzyme A:NAD+ Oxidoreductase ",3.34779771588111
"Decanoyl Coenzyme A:Acetyl Coenzyme A C-Acyltransferase ",38.3285181222613
"(S)-Hydroxydecanoyl Coenzyme A:NAD+ Oxidoreductase ",-31.8131073813149
"(S)-Hydroxydecanoyl Coenzyme A:NAD+ Oxidoreductase ",1.17066604833675
"(S)-Hydroxydecanoyl Coenzyme A Hydro-Lyase ",63.8040691311556
"(S)-Hydroxydecanoyl Coenzyme A Hydro-Lyase ",1.17066604833584
"(S)-Hydroxyoctanoyl Coenzyme A:NAD+ Oxidoreductase ",1.56680439418106
"(S)-Hydroxyoctanoyl Coenzyme A Hydro-Lyase ",1.56680439418141
"Hexanoyl Coenzyme A:Acetyl Coenzyme A C-Acyltransferase ",1.5668043941811
"(S)-Hydroxyhexanoyl Coenzyme A:NAD+ Oxidoreductase ",0.891232304282458
"(S)-Hydroxyhexanoyl Coenzyme A Hydro-Lyase ",0.891232304282278
"Trans-Dec-2-Enoyl Coenzyme A Reductase",-83.7288702871127
"3-Ketolactose Galactohydrolase",0
"Alcohol Dehydrogenase Bile Acid Biosynthesis",3.49029214429233
"5Beta-Cholestane-3Alpha, 7Alpha, 12Alpha-Triol, NADPH:Oxygen Oxidoreductase (26-Hydroxylating) Bile Acid Biosynthesis",0
"Hydroxysteroid (17-Beta) Dehydrogenase 4 Bile Acid Biosynthesis",0
" (24R, 25R)-3Alpha, 7Alpha, 12Alpha, 24-Tetrahydroxy-5Beta-Cholestanoyl- Coenzyme A Hydro-Lyase Bile Acid Biosynthesis",0
"3Alpha, 7Alpha-Dihydroxy-5Beta-Cholestane:NADP+ Oxidoreductase (B-Specific)",0
"3Alpha, 7Alpha, 12Alpha-Trihydroxy-5Beta-Cholestane:NADP+ Oxidoreductase (B-Specific)",0
"3, 4-Dihydroxymandelaldehyde:NAD+ Oxidoreductase Tyrosine Metabolism",-729.132959768429
"3, 4-Dihydroxymandelaldehyde:NADP+ Oxidoreductase Tyrosine Metabolism",729.132959768417
"3-Methoxy-4-Hydroxyphenylacetaldehyde:NAD+ Oxidoreductase Tyrosine Metabolism",-234.925877906218
"3-Methoxy-4-Hydroxyphenylacetaldehyde:NADP+ Oxidoreductase Tyrosine Metabolism",234.925877906222
"3-Methoxy-4-Hydroxyphenylglycolaldehyde:NAD+ Oxidoreductase Tyrosine Metabolism",-26.891086277665
"3-Methoxy-4-Hydroxyphenylglycolaldehyde:NADP+ Oxidoreductase Tyrosine Metabolism",26.8910862776653
"5-Hydroxyindoleacetaldehyde:NAD+ Oxidoreductase",0
"Uroporphyrinogen I Carboxy-Lyase",0
"3-Hydroxy-2-Methylpropanoyl Coenzyme A Hydrolase",4.50524957601333
"Lanosterol, NADPH:Oxygen Oxidoreductase (14-Methyl Cleaving)",2.15804252030948
"GDP-L-Fucose:NADP+ 4-Oxidoreductase (3, 5-Epimerizing)",0.421477022509212
"Lanosterol D24-Reductase",61.2384939889339
"Xylitol:NAD Oxidoreductase Pentose And Glucuronate Interconversions",-960.257024683014
"Sphinganine-1-Phosphate Palmitaldehyde-Lyase Sphingolipid Metabolism",0
"3-Sn-Phosphatidate Phosphohydrolase Sphingolipid Metabolism",4.24392733926655
"S-Adenosyl-L-Methionine:Methylethanolamine Phosphate N-Methyltransferase",-8.28139676590676
"S-Adenosyl-L-Methionine:Phosphodimethylethanolamine N-Methyltransferase",-8.28139676590762
"Trans-Hex-2-Enoyl Coenzyme A Reductase",7.22555582773187
"Spontaneous Reaction",3.47087887141868
"Ribitol:NAD+ 2-Oxidoreductase Pentose And Glucuronate Interconversions",0
"Glycine N-Choloyltransferase",0
"Mitochondrial Carrier (Mc) Tcdb:2.A.29.21.1",-341.194512315886
"Facilitated Diffusion",0
"Mitochondrial Carrier (Mc) Tcdb:2.A.29.20.1",4.75731656288874
"ATP-Binding Cassette (ABC) Tcdb:3.A.1.208.9",0
"Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.3.2",0
"Transport Reaction",0
"Mitochondrial Carrier (Mc) Tcdb:2.A.29.2.2",-858.077981023425
"Mitochondrial Carrier (Mc) Tcdb:2.A.29.2.2",-681.992187937112
"Mitochondrial Carrier (Mc) Tcdb:2.A.29.2.2",637.324746590429
"Transport Reaction",0
"Mitochondrial Carrier (Mc) Tcdb:2.A.29.2.2",-929.71802639202
"Mitochondrial Carrier (Mc) Tcdb:2.A.29.2.2",894.117857314903
"Mitochondrial Carrier (Mc) Tcdb:2.A.29.2.2",-934.968680395829
"Mitochondrial Carrier (Mc) Tcdb:2.A.29.2.2",14.5837389345284
"Mitochondrial Carrier (Mc) Tcdb:2.A.29.2.2",914.232077064822
"Free Diffusion",0
"Postulated Transport Reaction",0
"Free Diffusion",-892.407307461805
"Free Diffusion",872.374334783169
"Postulated Transport Reaction",0
"DrugMetabolite Transporter (Dmt) Tcdb:2.A.7.12.7",0
"Facilitated Diffusion",4.89341422742377
"Postulated Transport Reaction",0
"Utilized Transport",-10.7155415756323
"Facilitated Diffusion",0
"Diffusion",0
"Tcdb:2.A.29.2.4 Tcdb:2.A.29.16.1",0
"Active Transport",0
"Mitochondrial Carrier (Mc) Tcdb:2.A.29.2.7",663.987558895238
"Postulated Transport Reaction",0
"Facilitated Diffusion",1.77650335489011
"Amino Acid Transporter Atb0+ Facilitated Diffusion",3.9664783761599
"Active Transport",0
"Postulated Transport Reaction",0
"Transport Reaction",0
"Facilitated Diffusion",0
"Mitochondrial Carrier (Mc) Tcdb:2.A.29.7.2",779.531690428825
"Mitochondrial Carrier (Mc) Tcdb:2.A.29.7.2",-991.26858133645
"Mitochondrial Carrier (Mc) Tcdb:2.A.29.7.2",-957.960728283421
"Postulated Transport Reaction",0
"ATP-Binding Cassette (ABC) Tcdb:3.A.1.204.5",0
"Postulated Transport Reaction",1.23999416800007
